"Customer AWS Account Number","Product Title","Product Id","Product Code","Subscription Start Date","Offer ID","Offer Visibility","Solution Title","Solution ID","Payer Reference ID"
"2287-2524-8949","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-03-18","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","UPEDVxcYp6N"
"2287-2524-8949","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-03-18","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","UPEDVxcYp6N"
"2287-2524-8949","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-08-07","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UPEDVxcYp6N"
"2287-2524-8949","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-08-07","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UPEDVxcYp6N"
"2300-1307-1320","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2020-01-28","9jm3n4pl2h59tpnsrilkg190w","Public","","","dxzsBHTuGD5"
"2324-9245-7491","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-10-08","6rw8j5r6act8h2gebd9t58tgv","Public","","","gAxfZW8rwFx"
"2354-1364-1049","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2018-10-15","ca1ah6au715l3h594zaw0hnd4","Public","","","gUVU9x2M2cE"
"2355-1971-3914","Informatica Data Quality For RHEL (BYOL)","b788a592-68c3-49f1-a73f-cebb8908f2e6","av5vh3shzny6l5b8xrh9a9y3q","2019-02-27","av5vh3shzny6l5b8xrh9a9y3q","Public","","","HNCgBvZkf8f"
"2399-0882-1264","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2017-10-05","54pi6dirauiqk20ougnfis25l","Public","","","PdHsdxSku61"
"2410-1826-7658","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2018-01-17","6rw8j5r6act8h2gebd9t58tgv","Public","","","DZvyyy5isBa"
"2414-1871-3440","Informatica Big Data Management","b1dd2def-4f96-41c3-9e2d-1837a11216e5","aj2unw04iokvt8qfnv02nq485","2019-05-13","aj2unw04iokvt8qfnv02nq485","Public","","","AsHwiEP2BKm"
"2420-1136-7797","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-02-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","WAL9RD2mHQP"
"2420-1136-7797","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-02-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","WAL9RD2mHQP"
"2420-1136-7797","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-02-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","WAL9RD2mHQP"
"2421-4307-6284","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2018-04-04","9jm3n4pl2h59tpnsrilkg190w","Public","","","3ziq9p17f7Y"
"2421-4307-6284","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2018-04-06","ca1ah6au715l3h594zaw0hnd4","Public","","","3ziq9p17f7Y"
"2438-4808-3994","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-11-18","c5h4rsrjctqqjg1udtyxxekac","Public","","","Kz3bFUxpPoX"
"2453-0159-5235","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-11-11","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","QEAuvzzhMfc"
"2453-0159-5235","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-11-11","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","QEAuvzzhMfc"
"2453-0159-5235","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-11-11","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","QEAuvzzhMfc"
"2459-3010-8294","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-08-09","aiuhmjnu9qqdkztzj54s7nh15","Public","","","qw6p3inGUx"
"2468-1878-8759","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2017-10-03","9jm3n4pl2h59tpnsrilkg190w","Public","","","RPBcdYeQhPL"
"2482-2481-2136","Informatica Big Data Management","7e3f3999-bc98-4a05-ae72-5e579f0d8646","7h2gu5zca6q4lrf0gb9ibm53a","2019-12-08","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","KkanScp2CKu"
"2482-2481-2136","Informatica Remote Access Jump Server","5e3e9ffe-28b6-44ad-bd53-16264f48e170","5kv1mgs988nznne08lyv2y99s","2019-12-08","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","KkanScp2CKu"
"2487-8288-5350","Informatica Intelligent Cloud Services for Amazon Redshift (Windows)","0a71e91c-6e27-4a10-bef5-4fab2e62077f","m9eja37p2i36km8s4q7gnofz","2017-05-19","m9eja37p2i36km8s4q7gnofz","Public","","","GoxocHTkZxA"
"2506-4920-7241","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2019-09-09","54pi6dirauiqk20ougnfis25l","Public","","","LebvAGNPRJy"
"2538-8972-8215","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2019-09-20","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","JSqZut93ghA"
"2559-9326-3573","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-10-01","aiuhmjnu9qqdkztzj54s7nh15","Public","","","E7cwG68LQq3"
"2562-1333-2998","Informatica Intelligent Cloud Services Secure Agent Windows (BYOL)","215b1383-16d0-4c02-bff2-22910f6cf62b","1z39kfmcs0y09y643qvb8pwrv","2020-02-07","1z39kfmcs0y09y643qvb8pwrv","Public","","","gyyFfj2Kkxd"
"2578-8108-1342","Informatica Intelligent Cloud Services for Amazon Aurora (Linux)","2216bcb5-59ab-401e-b334-4069c4acae38","20nid0njhmx10ztndnlm6gi7s","2018-09-11","20nid0njhmx10ztndnlm6gi7s","Public","","","LymFUgbr1SB"
"2616-9804-9746","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-09-19","aiuhmjnu9qqdkztzj54s7nh15","Public","","","J5g2M2btJmr"
"2626-8187-7800","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-02-16","aiuhmjnu9qqdkztzj54s7nh15","Public","","","PWgPYyXXpQG"
"2710-3261-7065","Informatica Big Data Management","7e3f3999-bc98-4a05-ae72-5e579f0d8646","7h2gu5zca6q4lrf0gb9ibm53a","2020-01-09","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","a8hUHbTbB1"
"2710-3261-7065","Informatica Remote Access Jump Server","5e3e9ffe-28b6-44ad-bd53-16264f48e170","5kv1mgs988nznne08lyv2y99s","2020-01-09","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","a8hUHbTbB1"
"2710-4138-4496","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2019-01-16","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","UnUSPmysk1N"
"2710-4138-4496","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2019-01-16","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","UnUSPmysk1N"
"2745-4082-5108","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-07-13","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","UPSWN33un4n"
"2745-4082-5108","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-07-13","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","UPSWN33un4n"
"2810-2395-1838","Informatica Data Quality For RHEL (BYOL)","b788a592-68c3-49f1-a73f-cebb8908f2e6","av5vh3shzny6l5b8xrh9a9y3q","2017-08-23","av5vh3shzny6l5b8xrh9a9y3q","Public","","","XByVF1NnMyM"
"2810-2395-1838","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-06-23","c5h4rsrjctqqjg1udtyxxekac","Public","","","XByVF1NnMyM"
"2824-2920-7670","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2017-04-06","6v1zb9yrtsigaykmxgr2y7557","Public","","","UQaggoyzbF8"
"2838-3087-8813","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2019-02-12","9jm3n4pl2h59tpnsrilkg190w","Public","","","B5xGj8EXYhT"
"2852-2640-2885","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2019-01-29","9jm3n4pl2h59tpnsrilkg190w","Public","","","iqgt6PBdK3p"
"2852-2640-2885","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-02-06","6rw8j5r6act8h2gebd9t58tgv","Public","","","iqgt6PBdK3p"
"2914-8957-3727","Informatica Big Data Management","b1dd2def-4f96-41c3-9e2d-1837a11216e5","aj2unw04iokvt8qfnv02nq485","2020-02-20","aj2unw04iokvt8qfnv02nq485","Public","","","cGbVcNhxfzP"
"2914-8957-3727","Informatica Big Data Management","7e3f3999-bc98-4a05-ae72-5e579f0d8646","7h2gu5zca6q4lrf0gb9ibm53a","2020-02-22","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","cGbVcNhxfzP"
"2914-8957-3727","Informatica Remote Access Jump Server","5e3e9ffe-28b6-44ad-bd53-16264f48e170","5kv1mgs988nznne08lyv2y99s","2020-02-22","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","cGbVcNhxfzP"
"2940-5161-1371","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2018-04-26","54pi6dirauiqk20ougnfis25l","Public","","","LkzujDnVBhZ"
"2943-9526-6716","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2019-05-20","6v1zb9yrtsigaykmxgr2y7557","Public","","","27Gsn716YxU"
"2943-9526-6716","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2019-05-23","54pi6dirauiqk20ougnfis25l","Public","","","27Gsn716YxU"
"2945-6951-8571","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-03-06","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","B1HCcHmkmhm"
"2945-6951-8571","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-03-06","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","B1HCcHmkmhm"
"2945-6951-8571","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-03-06","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","B1HCcHmkmhm"
"2946-0481-9924","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-08-06","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","gEMjp9Naes1"
"2946-0481-9924","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-08-06","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","gEMjp9Naes1"
"2970-5001-2195","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-07-19","aiuhmjnu9qqdkztzj54s7nh15","Public","","","5znYVHbxpX6"
"2970-5001-2195","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2019-07-19","9jm3n4pl2h59tpnsrilkg190w","Public","","","5znYVHbxpX6"
"2987-3108-8940","Informatica Data Management as a Service for Amazon Web Services","1f0b9557-84e4-4bcb-acc2-aa5be6e98f83","1u5zklci5o5f4oglizbnsyt1f","2019-09-26","1u5zklci5o5f4oglizbnsyt1f","Public","","","a8zRntLWZhM"
"2997-1750-1508","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-08-19","6rw8j5r6act8h2gebd9t58tgv","Public","","","5Sk8j988yRS"
"3017-8858-4640","Informatica Data Management as a Service for Amazon Web Services","1f0b9557-84e4-4bcb-acc2-aa5be6e98f83","1u5zklci5o5f4oglizbnsyt1f","2019-10-02","1u5zklci5o5f4oglizbnsyt1f","Public","","","Z5JKR5WAoQw"
"3024-5046-1807","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-05-22","6rw8j5r6act8h2gebd9t58tgv","Public","","","Ez6QjPDLAgj"
"3040-9785-3190","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2019-06-03","ca1ah6au715l3h594zaw0hnd4","Public","","","9vgJhg5W4NX"
"3060-4790-6209","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2018-04-26","6rw8j5r6act8h2gebd9t58tgv","Public","","","FFN89Lh12m7"
"3063-4321-2869","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2017-07-27","6v1zb9yrtsigaykmxgr2y7557","Public","","","eEYHE126Ey1"
"3070-9729-7302","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2017-10-31","6v1zb9yrtsigaykmxgr2y7557","Public","","","ThjTPAPjJw8"
"3070-9729-7302","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-10-31","aiuhmjnu9qqdkztzj54s7nh15","Public","","","ThjTPAPjJw8"
"3084-6808-3477","Informatica Data Quality For RHEL (BYOL)","b788a592-68c3-49f1-a73f-cebb8908f2e6","av5vh3shzny6l5b8xrh9a9y3q","2018-07-10","av5vh3shzny6l5b8xrh9a9y3q","Public","","","JW2opYozABU"
"3106-0556-2749","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-01-22","aiuhmjnu9qqdkztzj54s7nh15","Public","","","YrgoJGfkEzV"
"3130-8631-0418","Informatica Intelligent Cloud Services for Amazon Aurora (Windows)","f659c6ea-395d-488f-90b9-861df4aec5f0","el1l3jzsexifw8fatgdej8hkg","2017-03-05","el1l3jzsexifw8fatgdej8hkg","Public","","","gwcWakBCRtD"
"3147-8642-5006","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-07-28","aiuhmjnu9qqdkztzj54s7nh15","Public","","","CiLpjgcLeG9"
"3157-0076-1720","Informatica Intelligent Cloud Services for Amazon RDS (Windows)","ea5b0496-a0a5-4fc6-afab-4f9bc2fc5702","dvh8pklkuu3yo1wk8kjqgenlu","2017-04-20","dvh8pklkuu3yo1wk8kjqgenlu","Public","","","JaUrctZvzKk"
"3207-8008-0209","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2020-03-17","aiuhmjnu9qqdkztzj54s7nh15","Public","","","4WKu2L9rumt"
"3215-0348-0592","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-05-14","aiuhmjnu9qqdkztzj54s7nh15","Public","","","XBTi1VfhKSZ"
"3217-7479-9243","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2020-01-03","6rw8j5r6act8h2gebd9t58tgv","Public","","","ASqD3cZYcqJ"
"3223-5527-7150","Informatica Intelligent Cloud Services for Amazon Redshift (Linux)","ef440c28-5103-44dd-a41c-5cbba026ef75","e5xzlw84zmzlcp8r4c9r1g2ut","2017-02-19","e5xzlw84zmzlcp8r4c9r1g2ut","Public","","","fjUhaRJ6TTQ"
"3234-9857-9843","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2019-02-01","ca1ah6au715l3h594zaw0hnd4","Public","","","3ARsJm2uNz1"
"3241-7573-4599","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-08-30","c5h4rsrjctqqjg1udtyxxekac","Public","","","DrnXjExevQD"
"3253-6751-4601","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-01-30","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JaUrctZvzKk"
"3253-6751-4601","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-01-30","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JaUrctZvzKk"
"3253-6751-4601","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-01-30","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JaUrctZvzKk"
"3253-6751-4601","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2018-05-04","54pi6dirauiqk20ougnfis25l","Public","","","JaUrctZvzKk"
"3260-2736-0148","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-10-11","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","jNqTP7Y5RsF"
"3260-2736-0148","Informatica Big Data Management","b1dd2def-4f96-41c3-9e2d-1837a11216e5","aj2unw04iokvt8qfnv02nq485","2018-12-10","aj2unw04iokvt8qfnv02nq485","Public","","","jNqTP7Y5RsF"
"3260-2736-0148","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-10-11","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","jNqTP7Y5RsF"
"3314-7231-2345","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2018-10-17","9jm3n4pl2h59tpnsrilkg190w","Public","","","QX7EVbYAKBF"
"3326-4369-3277","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2018-10-24","54pi6dirauiqk20ougnfis25l","Public","","","SUwJkXYjAC1"
"3369-6237-1276","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2020-03-09","aiuhmjnu9qqdkztzj54s7nh15","Public","","","Dmaj9KMBeDQ"
"3377-1163-0403","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2018-08-15","ca1ah6au715l3h594zaw0hnd4","Public","","","WXShS6ycDoT"
"3395-8116-2596","Informatica Big Data Management","b1dd2def-4f96-41c3-9e2d-1837a11216e5","aj2unw04iokvt8qfnv02nq485","2020-02-28","aj2unw04iokvt8qfnv02nq485","Public","","","Z19tDCAjQJq"
"3399-2309-0688","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2018-02-16","6v1zb9yrtsigaykmxgr2y7557","Public","","","8wYN2GxfDVu"
"3407-8761-9290","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2019-02-18","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","bJBs34xvNnG"
"3407-8761-9290","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2019-02-18","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","bJBs34xvNnG"
"3408-8195-5957","Informatica Data Quality For RHEL (BYOL)","b788a592-68c3-49f1-a73f-cebb8908f2e6","av5vh3shzny6l5b8xrh9a9y3q","2018-05-11","av5vh3shzny6l5b8xrh9a9y3q","Public","","","49RvZnwyRaT"
"3412-0578-1144","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2018-07-31","6v1zb9yrtsigaykmxgr2y7557","Public","","","8NyuJSmjUq"
"3442-1036-2445","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2017-11-14","6rw8j5r6act8h2gebd9t58tgv","Public","","","HaT7URnL9WR"
"3442-1036-2445","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-11-14","aiuhmjnu9qqdkztzj54s7nh15","Public","","","HaT7URnL9WR"
"3498-1646-3637","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-12-06","aiuhmjnu9qqdkztzj54s7nh15","Public","","","MH4fsQmNuhs"
"3529-4347-5640","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-11-01","aiuhmjnu9qqdkztzj54s7nh15","Public","","","Y3JNtHCskuY"
"3547-0110-4343","Informatica Big Data Management","b1dd2def-4f96-41c3-9e2d-1837a11216e5","aj2unw04iokvt8qfnv02nq485","2019-04-22","aj2unw04iokvt8qfnv02nq485","Public","","","DmZfFhQjGRf"
"3557-1151-2871","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2018-01-11","c5h4rsrjctqqjg1udtyxxekac","Public","","","ibXyAz3PvQG"
"3563-0251-2033","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-02-04","6rw8j5r6act8h2gebd9t58tgv","Public","","","fV7oJiui2kn"
"3592-0775-4649","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-04-03","aiuhmjnu9qqdkztzj54s7nh15","Public","","","3rDYsMVPEJL"
