"Customer AWS Account Number","Product Title","Product Id","Product Code","Subscription Start Date","Offer ID","Offer Visibility","Solution Title","Solution ID","Payer Reference ID","Reseller Account Id","Reseller Account Name","Customer Reference ID"
"1590-4255-9486","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-05-24","aiuhmjnu9qqdkztzj54s7nh15","Public","","","ThjTPAPjJw8","","","NGw35djNX4s"
"1601-2416-7962","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2018-07-17","9jm3n4pl2h59tpnsrilkg190w","Public","","","hBY2BZXUyza","","","9CsMo7G8bpX"
"1601-2416-7962","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-07-13","aiuhmjnu9qqdkztzj54s7nh15","Public","","","hBY2BZXUyza","","","9CsMo7G8bpX"
"1602-3232-5581","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-10-26","aiuhmjnu9qqdkztzj54s7nh15","Public","","","DM4HqyzrCiA","","","DM4HqyzrCiA"
"1612-8959-4039","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2020-06-23","6rw8j5r6act8h2gebd9t58tgv","Public","","","X5W2TbZQ7nB","","","eMj465g3eay"
"1626-4962-4884","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2018-02-18","6v1zb9yrtsigaykmxgr2y7557","Public","","","ThjTPAPjJw8","","","97ZG1VQG9ML"
"1626-4962-4884","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2018-02-26","c5h4rsrjctqqjg1udtyxxekac","Public","","","ThjTPAPjJw8","","","97ZG1VQG9ML"
"1643-1262-4329","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2018-03-15","6rw8j5r6act8h2gebd9t58tgv","Public","","","DZvyyy5isBa","","","2RCqnMNV5tA"
"1643-1262-4329","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2018-04-16","6v1zb9yrtsigaykmxgr2y7557","Public","","","DZvyyy5isBa","","","2RCqnMNV5tA"
"1646-4053-6148","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2017-11-07","6rw8j5r6act8h2gebd9t58tgv","Public","","","hf5cmQ9bp3","","","hf5cmQ9bp3"
"1652-7607-2194","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2018-03-05","c5h4rsrjctqqjg1udtyxxekac","Public","","","JaUrctZvzKk","","","f7VuZUggWy5"
"1652-7607-2194","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-07-10","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","JaUrctZvzKk","","","f7VuZUggWy5"
"1652-7607-2194","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-07-10","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","JaUrctZvzKk","","","f7VuZUggWy5"
"1676-4116-8138","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-06-25","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","Di67wtF8egn","","","Di67wtF8egn"
"1676-4116-8138","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-06-25","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","Di67wtF8egn","","","Di67wtF8egn"
"1676-4116-8138","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-06-25","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","Di67wtF8egn","","","Di67wtF8egn"
"1683-0719-9304","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-05-23","c5h4rsrjctqqjg1udtyxxekac","Public","","","UpE2VqufPB6","","","UpE2VqufPB6"
"1699-9605-9675","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-01-14","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JzMoQ5QAo9Q","","","d2RJbxj9tMA"
"1699-9605-9675","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-01-14","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JzMoQ5QAo9Q","","","d2RJbxj9tMA"
"1699-9605-9675","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-01-14","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","JzMoQ5QAo9Q","","","d2RJbxj9tMA"
"1730-8246-2933","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-01-22","aiuhmjnu9qqdkztzj54s7nh15","Public","","","cjiu72GDcur","","","B9vGSW2hKE7"
"1734-6782-8690","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2018-07-06","54pi6dirauiqk20ougnfis25l","Public","","","JW2opYozABU","","","hsqxWyP8kE3"
"1745-1690-7047","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-02-13","aiuhmjnu9qqdkztzj54s7nh15","Public","","","YrgoJGfkEzV","","","YrgoJGfkEzV"
"1769-9283-2580","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-03-25","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","FhkgmHjMPeE","","","YA8f2bmCcsv"
"1769-9283-2580","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-03-25","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","FhkgmHjMPeE","","","YA8f2bmCcsv"
"1784-6648-6229","Informatica Intelligent Cloud Services for Amazon Redshift (Windows)","0a71e91c-6e27-4a10-bef5-4fab2e62077f","m9eja37p2i36km8s4q7gnofz","2017-04-07","m9eja37p2i36km8s4q7gnofz","Public","","","mhxfiWNT4v","","","TnmQ2RpqyA2"
"1796-9638-1210","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-08-11","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","VTwsM8j69wD","","","VTwsM8j69wD"
"1796-9638-1210","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-08-11","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","VTwsM8j69wD","","","VTwsM8j69wD"
"1801-9744-7333","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2019-08-07","54pi6dirauiqk20ougnfis25l","Public","","","H73Fwvyrxdx","","","iMh4pJyVoAn"
"1804-5550-8088","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-05-28","6rw8j5r6act8h2gebd9t58tgv","Public","","","ejACFK3sUzh","","","ejACFK3sUzh"
"1821-8825-9331","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-08-06","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","XMRMrnqP7zX","","","SK7fjqTVLE8"
"1821-8825-9331","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-08-06","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","XMRMrnqP7zX","","","SK7fjqTVLE8"
"1833-3517-9308","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-05-06","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","AbJKbDqLubL","","","AbJKbDqLubL"
"1833-3517-9308","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-05-06","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","AbJKbDqLubL","","","AbJKbDqLubL"
"1833-3517-9308","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-05-06","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","AbJKbDqLubL","","","AbJKbDqLubL"
"1849-2446-8174","Informatica Data Quality For Red Hat Linux (BYOL)","c3c96251-7f6e-4534-973a-9995df191e03","bl9zqt4jw1vz3e9n1bhsxx62r","2020-04-27","offer-mzfcqdh2lst7k","Public","Informatica Data Quality","0e5cdade-28f5-4670-a6ba-b3cf8ea6faf6","e7X8otKfcV3","","","EwYCJRgvk2K"
"1849-2446-8174","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-09-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","e7X8otKfcV3","","","EwYCJRgvk2K"
"1849-2446-8174","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-09-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","e7X8otKfcV3","","","EwYCJRgvk2K"
"1849-2446-8174","Informatica Data Quality For Windows (BYOL)","ba3e7631-81d2-4d6a-91ea-b9068dc3d79e","b0xthlzzgrqqmlv072jia3a1q","2020-04-27","offer-mzfcqdh2lst7k","Public","Informatica Data Quality","0e5cdade-28f5-4670-a6ba-b3cf8ea6faf6","e7X8otKfcV3","","","EwYCJRgvk2K"
"1849-2446-8174","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-09-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","e7X8otKfcV3","","","EwYCJRgvk2K"
"1864-2782-6043","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-06-23","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","MRqCntf53Ch","","","JHGSb7CBiSr"
"1864-2782-6043","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-06-23","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","MRqCntf53Ch","","","JHGSb7CBiSr"
"1877-7343-7170","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-10-16","aiuhmjnu9qqdkztzj54s7nh15","Public","","","BmAjZ4zn9MA","","","BmAjZ4zn9MA"
"1900-2019-1201","Informatica Intelligent Cloud Services for Amazon Redshift (Windows)","0a71e91c-6e27-4a10-bef5-4fab2e62077f","m9eja37p2i36km8s4q7gnofz","2016-08-09","m9eja37p2i36km8s4q7gnofz","Public","","","33mm8ykygYV","","","33mm8ykygYV"
"1914-5766-4785","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-06-30","aiuhmjnu9qqdkztzj54s7nh15","Public","","","U3AgHqo7Lvg","","","Pmk7Xs3Fpfz"
"1915-1662-2219","Informatica Big Data Quality","156f3a32-dcc7-4d3a-8309-130145f6833c","19ol7oqy3xxnrwweehz87973w","2020-03-28","offer-nvd37xzhcfm4o","Public","Informatica Big Data Quality","634ef2db-817d-434b-921f-ca12cee7b648","QJXJQmfXaw9","","","QJXJQmfXaw9"
"1915-1662-2219","Informatica Remote Access Jump Server","2cadd4f8-6db0-4676-93cf-62d0a1516c71","2n823n4aavcfb0mjkyytrsfht","2020-03-28","offer-nvd37xzhcfm4o","Public","Informatica Big Data Quality","634ef2db-817d-434b-921f-ca12cee7b648","QJXJQmfXaw9","","","QJXJQmfXaw9"
"1922-8211-7020","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-04-01","aiuhmjnu9qqdkztzj54s7nh15","Public","","","jffKh4ccBAn","","","VvW8jvA4PUu"
"1965-7378-0280","Informatica Intelligent Cloud Services for Amazon RDS (Linux)","48243d1e-7e6c-418b-bb1a-97db2efb6f35","49r5o15wy6oqzzr1zrltstr91","2017-03-24","49r5o15wy6oqzzr1zrltstr91","Public","","","CEZadGUcZBh","","","2wStB8Ckpic"
"1965-7378-0280","Informatica Intelligent Cloud Services for Amazon Redshift (Linux)","ef440c28-5103-44dd-a41c-5cbba026ef75","e5xzlw84zmzlcp8r4c9r1g2ut","2017-03-01","e5xzlw84zmzlcp8r4c9r1g2ut","Public","","","CEZadGUcZBh","","","2wStB8Ckpic"
"1965-7378-0280","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-03-24","aiuhmjnu9qqdkztzj54s7nh15","Public","","","CEZadGUcZBh","","","2wStB8Ckpic"
"1996-0877-5352","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-12-01","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","3JN3KwTXtgA","","","3JN3KwTXtgA"
"1996-0877-5352","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-12-01","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","3JN3KwTXtgA","","","3JN3KwTXtgA"
"1996-0877-5352","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-12-01","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","3JN3KwTXtgA","","","3JN3KwTXtgA"
"1998-8167-0942","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-10-23","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","cPFSioJeQzH","","","cPFSioJeQzH"
"1998-8167-0942","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-10-23","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","cPFSioJeQzH","","","cPFSioJeQzH"
"1998-8167-0942","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-10-23","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","cPFSioJeQzH","","","cPFSioJeQzH"
"2050-8710-7905","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2017-03-28","6v1zb9yrtsigaykmxgr2y7557","Public","","","PJ3E6qepgsg","","","PJ3E6qepgsg"
"2059-0693-2059","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-01-30","c5h4rsrjctqqjg1udtyxxekac","Public","","","ZSHDbn6aHRg","","","ZSHDbn6aHRg"
"2059-9090-6722","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2018-08-13","6rw8j5r6act8h2gebd9t58tgv","Public","","","5bUD6d2hPXH","","","RZcaMfLvsFQ"
"2093-5056-9717","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-06-27","c5h4rsrjctqqjg1udtyxxekac","Public","","","XMRMrnqP7zX","","","26KCWinZhMM"
"2103-6350-7433","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2020-06-17","6rw8j5r6act8h2gebd9t58tgv","Public","","","42azaZ5WMyR","","","NAgVhC15PLX"
"2103-6350-7433","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2017-04-11","6v1zb9yrtsigaykmxgr2y7557","Public","","","42azaZ5WMyR","","","NAgVhC15PLX"
"2122-5732-4212","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-07-23","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UJp5vuJtEze","","","EAgChdEN1Za"
"2122-5732-4212","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-07-23","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UJp5vuJtEze","","","EAgChdEN1Za"
"2122-5732-4212","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-07-23","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UJp5vuJtEze","","","EAgChdEN1Za"
"2147-9000-8227","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2020-05-28","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","4hstZDpTY4v","","","4hstZDpTY4v"
"2147-9000-8227","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2020-05-28","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","4hstZDpTY4v","","","4hstZDpTY4v"
"2147-9000-8227","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2020-05-28","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","4hstZDpTY4v","","","4hstZDpTY4v"
"2200-4746-5683","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-08-11","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","PfhPqdt7pVc","","","4cyY4ase6Db"
"2200-4746-5683","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-08-11","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","PfhPqdt7pVc","","","4cyY4ase6Db"
"2204-1983-4985","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2019-10-04","6v1zb9yrtsigaykmxgr2y7557","Public","","","VfShBVCra7b","","","NyqtTAW36io"
"2204-1983-4985","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-09-24","aiuhmjnu9qqdkztzj54s7nh15","Public","","","VfShBVCra7b","","","NyqtTAW36io"
"2204-4148-9773","Vibe Data Stream for Machine Data","1c1b8717-d4ec-4351-b54c-2f10289b825a","1nwl5t5nxb38fu0ishezv4va2","2016-05-19","1nwl5t5nxb38fu0ishezv4va2","Public","","","jm2Pbja8fHC","","","iodDu9spdto"
"2221-2649-4305","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2018-01-14","6rw8j5r6act8h2gebd9t58tgv","Public","","","K3Vh84Qvt9b","","","K3Vh84Qvt9b"
"2237-6036-4811","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2018-07-07","ca1ah6au715l3h594zaw0hnd4","Public","","","Ey3nvjhiWft","","","jjwpsR88rdS"
"2238-8178-7065","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2017-11-01","9jm3n4pl2h59tpnsrilkg190w","Public","","","FU4uvQow5B9","","","9SBAHS4FDzJ"
"2285-2766-8134","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2018-09-20","6v1zb9yrtsigaykmxgr2y7557","Public","","","Ms2uvbQPRia","","","7gZDsTEfHGk"
"2287-2524-8949","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-03-18","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","UPEDVxcYp6N","","","464a5r1PRhc"
"2287-2524-8949","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-08-07","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UPEDVxcYp6N","","","464a5r1PRhc"
"2287-2524-8949","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-03-18","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","UPEDVxcYp6N","","","464a5r1PRhc"
"2287-2524-8949","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-08-07","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UPEDVxcYp6N","","","464a5r1PRhc"
"2287-2524-8949","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-08-07","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","UPEDVxcYp6N","","","464a5r1PRhc"
"2300-1307-1320","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2020-01-28","9jm3n4pl2h59tpnsrilkg190w","Public","","","dxzsBHTuGD5","","","dxzsBHTuGD5"
"2307-4883-1846","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2020-10-29","6rw8j5r6act8h2gebd9t58tgv","Public","","","WsBjLH7XQB7","","","WsBjLH7XQB7"
"2324-9245-7491","Informatica PowerCenter For Windows (PAYG)","726f8e47-3948-42f5-aa00-52b4b04ed02f","6rw8j5r6act8h2gebd9t58tgv","2019-10-08","6rw8j5r6act8h2gebd9t58tgv","Public","","","gAxfZW8rwFx","","","gAxfZW8rwFx"
"2354-1364-1049","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2018-10-15","ca1ah6au715l3h594zaw0hnd4","Public","","","gUVU9x2M2cE","","","aM3pc1E9MBQ"
"2355-1971-3914","Informatica Data Quality For RHEL (BYOL)","b788a592-68c3-49f1-a73f-cebb8908f2e6","av5vh3shzny6l5b8xrh9a9y3q","2019-02-27","av5vh3shzny6l5b8xrh9a9y3q","Public","","","HNCgBvZkf8f","","","HNCgBvZkf8f"
